0.672,-0.288,8.222
0.992,0.928,8.289
1.36,0.016,8.353
1.696,-0.272,8.42
1.584,-0.192,8.485
1.296,-0.208,8.55
0.864,-0.208,8.615
0.752,-0.256,8.681
0.912,-0.224,8.746
1.216,-0.256,8.811
1.584,-0.128,8.876
1.664,0.016,8.942
1.376,-0.048,9.007
0.976,0.112,9.072
0.8,0.112,9.137
0.848,0.096,9.201
1.2,0.048,9.268
1.488,-0.048,9.333
1.568,-0.128,9.399
1.472,-0.496,9.464
1.072,-0.256,9.529
0.848,-0.16,9.594
0.848,-0.256,9.659
1.104,-0.208,9.725
1.36,-0.16,9.79
1.536,-0.096,9.853
1.376,-0.064,9.919
1.152,0.048,9.985
0.864,0.048,10.051
0.88,0.096,10.117
1.056,0.064,10.181
1.312,-0.032,10.254
1.504,-0.112,10.32
1.408,-0.16,10.385
1.28,-0.48,10.451
0.88,-0.176,10.517
0.864,-0.144,10.581
1.024,-0.192,10.647
1.312,-0.16,10.714
1.408,-0.112,10.78
1.376,-0.112,10.845
1.152,0.096,10.911
0.96,0.08,10.977
0.896,0.08,11.042
1.056,0.064,11.108
1.28,-0.016,11.174
1.392,-0.08,11.24
1.344,-0.144,11.305
1.136,-0.16,11.371
0.912,-0.272,11.437
0.912,-0.224,11.503
1.056,-0.272,11.568
1.248,-0.16,11.634
1.376,-0.08,11.7
1.328,-0.048,11.765
1.136,0.016,11.831
0.928,0.08,11.897
0.912,0.048,11.962
0.992,0.08,12.028
1.248,-0.048,12.093
1.36,-0.08,12.164
1.264,-0.176,12.231
1.088,-0.176,12.297
0.928,-0.192,12.363
0.928,-0.208,12.428
1.04,-0.208,12.494
1.232,-0.16,12.559
1.344,-0.08,12.627
1.296,-0.032,12.692
1.12,0.016,12.759
0.928,0.08,12.826
0.896,0.064,12.89
0.992,0.032,12.959
1.248,-0.048,13.026
1.344,-0.096,13.092
1.312,-0.144,13.157
1.104,-0.176,13.223
0.944,-0.192,13.289
0.88,-0.208,13.354
1.008,-0.176,13.42
1.184,-0.16,13.486
1.312,-0.112,13.551
1.296,-0.032,13.617
