0.008,0.688,0.328
0.016,0.688,0.395
0.02,0.684,0.461
0.012,0.704,0.526
0.02,0.696,0.591
0.02,0.692,0.656
0.012,0.692,0.722
0.016,0.692,0.787
0.012,0.692,0.853
0.016,0.692,0.918
0.008,0.692,0.982
0.016,0.688,1.048
0.016,0.696,1.114
0.016,0.716,1.201
0.004,0.712,1.27
0.028,0.672,1.335
0.036,0.712,1.402
-0.004,0.7,1.468
0.02,0.7,1.534
0.028,0.692,1.599
0.012,0.664,1.665
0.02,0.692,1.731
0.02,0.684,1.795
0.008,0.692,1.861
0.012,0.692,1.928
0.02,0.692,1.994
0.012,0.692,2.06
0.024,0.692,2.125
0.016,0.7,2.191
0.024,0.692,2.257
0.012,0.672,2.329
0.016,0.68,2.394
0.008,0.676,2.46
0.012,0.684,2.526
0.096,0.74,2.591
-0.432,1.032,2.657
0.024,0.512,2.723
0.028,0.624,2.788
0.008,0.62,2.854
0.072,0.712,2.92
-0.032,0.684,2.986
0.08,0.712,3.051
0.0,0.572,3.117
0.02,0.644,3.182
0.052,0.612,3.248
0.036,0.652,3.314
0.004,0.672,3.378
0.036,0.704,3.446
0.04,0.668,3.511
0.008,0.684,3.577
0.032,0.668,3.643
0.036,0.692,3.708
0.02,0.68,3.774
0.044,0.676,3.839
0.04,0.668,3.906
0.008,0.712,3.971
0.044,0.664,4.037
0.044,0.664,4.103
0.016,0.684,4.168
0.028,0.688,4.234
0.032,0.668,4.304
0.016,0.684,4.371
0.028,0.684,4.437
0.04,0.668,4.503
0.032,0.668,4.569
0.004,0.696,4.634
0.04,0.68,4.7
0.024,0.664,4.766
0.024,0.676,4.832
0.02,0.684,4.897
0.04,0.672,4.963
0.024,0.676,5.051
0.02,0.68,5.118
0.024,0.684,5.184
0.032,0.672,5.25
0.028,0.68,5.316
0.008,0.684,5.381
0.036,0.676,5.447
0.02,0.684,5.511
0.012,0.684,5.578
0.032,0.676,5.644
0.028,0.676,5.71
0.012,0.68,5.777
0.024,0.684,5.844
0.028,0.68,5.91
0.016,0.688,5.976
0.024,0.688,6.043
0.032,0.676,6.11
0.032,0.684,6.175
0.032,0.676,6.24
0.024,0.684,6.308
0.032,0.68,6.373
0.028,0.68,6.439
0.028,0.68,6.504
0.012,0.688,6.57
0.036,0.672,6.635
0.02,0.688,6.701
0.036,0.656,6.66
0.024,0.672,6.725
0.004,0.672,6.79
0.036,0.656,6.856
0.044,0.684,6.921
0.024,0.684,6.986
0.02,0.684,7.051
0.032,0.684,7.117
0.032,0.672,7.182
0.024,0.676,7.247
0.024,0.684,7.312
0.032,0.676,7.377
0.028,0.676,7.443
0.024,0.684,7.508
0.028,0.668,7.573
0.028,0.68,7.638
0.028,0.688,7.704
0.02,0.684,7.769
0.028,0.688,7.835
0.028,0.672,7.9
0.024,0.688,7.965
0.028,0.684,8.03
0.028,0.68,8.1
0.036,0.668,8.165
0.024,0.68,8.231
0.02,0.688,8.297
0.028,0.676,8.363
0.032,0.68,8.428
0.024,0.672,8.494
0.024,0.684,8.56
0.036,0.68,8.626
0.028,0.676,8.69
0.028,0.684,8.781
0.028,0.68,8.847
0.028,0.688,8.912
0.028,0.668,8.978
0.02,0.684,9.044
0.02,0.684,9.108
0.028,0.676,9.174
0.02,0.676,9.241
0.032,0.68,9.307
0.024,0.684,9.372
0.028,0.68,9.437
0.024,0.68,9.501
0.028,0.68,9.568
0.02,0.688,9.634
0.028,0.684,9.699
0.024,0.684,9.767
0.028,0.688,9.832
0.032,0.688,9.898
0.024,0.68,9.965
0.032,0.68,10.029
0.024,0.684,10.1
0.028,0.676,10.166
0.036,0.684,10.233
0.024,0.68,10.299
0.024,0.68,10.364
0.016,0.68,10.43
0.032,0.68,10.495
0.032,0.684,10.561
0.024,0.684,10.627
0.024,0.68,10.692
0.024,0.684,10.758
0.028,0.68,10.824
0.036,0.68,10.89
0.02,0.672,10.955
0.02,0.684,11.021
0.036,0.672,11.087
0.016,0.68,11.153
0.02,0.68,11.218
0.028,0.684,11.284
0.028,0.68,11.35
0.02,0.676,11.416
0.02,0.692,11.484
0.032,0.676,11.55
0.032,0.692,11.616
0.02,0.676,11.683
0.032,0.676,11.749
0.02,0.68,11.815
0.024,0.684,11.88
0.024,0.684,11.946
0.036,0.68,12.011
0.028,0.688,12.079
0.032,0.684,12.143
0.036,0.676,12.209
0.02,0.692,12.276
0.016,0.68,12.342
0.032,0.68,12.407
0.032,0.672,12.497
0.028,0.676,12.562
0.02,0.68,12.629
0.028,0.676,12.694
0.028,0.688,12.76
0.012,0.688,12.826
0.028,0.684,12.891
0.024,0.676,12.957
0.036,0.692,13.023
0.02,0.688,13.09
0.024,0.684,13.155
0.028,0.676,13.22
0.036,0.688,13.286
0.024,0.684,13.352
0.02,0.68,13.417
0.024,0.676,13.482
0.016,0.688,13.549
0.012,0.672,13.614
0.036,0.688,13.68
0.02,0.68,13.746
0.028,0.676,13.811
0.036,0.68,13.877
0.02,0.684,13.942
0.028,0.684,14.012
0.016,0.68,14.08
0.028,0.68,14.146
0.024,0.684,14.212
0.028,0.684,14.278
0.024,0.676,14.343
0.024,0.672,14.408
0.024,0.688,14.474
0.028,0.68,14.541
0.024,0.684,14.606
0.028,0.68,14.672
0.028,0.676,14.737
0.028,0.676,14.803
0.024,0.684,14.868
0.036,0.676,14.934
0.02,0.68,15.0
0.016,0.684,15.066
0.032,0.672,15.132
0.032,0.688,15.198
0.008,0.688,15.263
0.028,0.672,15.329
0.036,0.672,15.395
0.028,0.68,15.46
0.016,0.684,15.525
0.016,0.688,15.592
